Label (Grouping),Population 18 to 24 years,Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree or higher,Population 25 years and over,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,Percent high school graduate or higher,Percent bachelor's degree or higher,Population 25 to 34 years,High school graduate or higher,Bachelor's degree or higher,Population 35 to 44 years,High school graduate or higher,Bachelor's degree or higher,Population 45 to 64 years,High school graduate or higher,Bachelor's degree or higher,Population 65 years and over,High school graduate or higher,Bachelor's degree or higher
"Census Tract 5028, Santa Clara County, California!!Male!!Estimate",158,32.30%,58.20%,9.50%,0.00%,"1,345",2.80%,6.50%,22.40%,23.90%,13.50%,21.00%,9.70%,90.60%,30.80%,240,93.30%,20.40%,352,93.20%,44.90%,553,95.10%,31.50%,200,70.50%,16.50%
"Census Tract 5028, Santa Clara County, California!!Male!!Margin of Error",±85,±24.4,±27.4,±15.0,±22.1,±149,±2.3,±4.0,±8.5,±8.0,±5.2,±7.3,±4.7,±4.5,±8.4,±136,±10.6,±18.5,±80,±6.9,±13.2,±110,±6.2,±13.5,±61,±17.4,±14.5
"Census Tract 5028, Santa Clara County, California!!Female!!Estimate",86,9.30%,40.70%,38.40%,11.60%,"1,371",6.30%,3.00%,19.00%,26.80%,5.80%,29.80%,9.30%,90.70%,39.10%,207,86.50%,51.70%,333,92.20%,47.40%,526,95.60%,38.60%,305,83.60%,22.30%
"Census Tract 5028, Santa Clara County, California!!Female!!Margin of Error",±45,±16.8,±33.4,±40.1,±17.5,±143,±4.1,±2.5,±6.5,±7.5,±3.3,±6.0,±4.1,±4.3,±7.3,±77,±12.3,±19.7,±80,±6.7,±17.9,±96,±4.5,±10.6,±77,±15.6,±12.9
"Census Tract 5029.01, Santa Clara County, California!!Total!!Estimate",566,4.90%,19.60%,63.30%,12.20%,"3,975",3.60%,4.40%,21.20%,25.60%,8.40%,24.30%,12.50%,92.00%,36.90%,664,89.00%,50.30%,751,98.00%,48.50%,"1,756",90.10%,30.40%,804,92.90%,29.00%
"Census Tract 5029.01, Santa Clara County, California!!Total!!Margin of Error",±164,±7.2,±11.9,±13.2,±12.0,±267,±2.1,±2.2,±5.9,±5.6,±2.7,±4.7,±3.7,±3.2,±6.6,±200,±7.2,±13.1,±154,±2.8,±19.2,±194,±5.4,±10.0,±139,±5.8,±12.1
"Census Tract 5029.01, Santa Clara County, California!!Male!!Estimate",238,0.00%,39.50%,50.40%,10.10%,"1,965",2.90%,5.90%,23.20%,23.60%,8.10%,21.10%,15.40%,91.20%,36.40%,397,84.90%,43.80%,295,100.00%,53.90%,831,87.70%,25.50%,442,97.70%,38.70%
"Census Tract 5029.01, Santa Clara County, California!!Male!!Margin of Error",±101,±15.4,±25.8,±24.0,±11.4,±175,±3.0,±3.0,±6.2,±7.6,±3.5,±4.8,±6.2,±4.6,±7.4,±128,±11.5,±17.3,±97,±12.7,±24.4,±113,±9.6,±10.4,±115,±3.9,±17.9
"Census Tract 5029.01, Santa Clara County, California!!Female!!Estimate",328,8.50%,5.20%,72.60%,13.70%,"2,010",4.30%,3.00%,19.30%,27.60%,8.60%,27.50%,9.80%,92.70%,37.30%,267,95.10%,59.90%,456,96.70%,45.00%,925,92.30%,34.80%,362,87.00%,17.10%
"Census Tract 5029.01, Santa Clara County, California!!Female!!Margin of Error",±113,±11.9,±8.6,±19.1,±14.6,±196,±2.9,±2.2,±7.5,±6.4,±4.1,±7.5,±4.5,±3.8,±7.4,±137,±8.0,±15.4,±110,±4.8,±18.2,±152,±5.2,±12.1,±78,±10.4,±11.4
"Census Tract 5029.02, Santa Clara County, California!!Total!!Estimate",611,18.00%,33.20%,48.80%,0.00%,"5,226",4.80%,4.40%,14.90%,19.00%,10.70%,29.30%,16.90%,90.70%,46.20%,818,87.00%,32.90%,"1,275",94.40%,52.90%,"2,156",89.40%,45.80%,977,92.10%,49.50%
"Census Tract 5029.02, Santa Clara County, California!!Total!!Margin of Error",±234,±11.7,±12.5,±15.4,±6.3,±303,±3.6,±2.7,±3.7,±4.6,±3.6,±4.5,±4.2,±4.4,±6.2,±195,±10.2,±11.7,±218,±5.8,±11.5,±254,±6.0,±7.6,±100,±5.7,±11.1
"Census Tract 5029.02, Santa Clara County, California!!Male!!Estimate",344,13.70%,27.00%,59.30%,0.00%,"2,374",5.60%,3.60%,13.40%,19.00%,10.20%,30.00%,18.20%,90.80%,48.20%,358,82.40%,24.00%,662,89.10%,48.30%,977,91.50%,52.90%,377,100.00%,58.60%
"Census Tract 5029.02, Santa Clara County, California!!Male!!Margin of Error",±176,±14.4,±18.9,±24.9,±11.0,±203,±5.6,±3.6,±5.1,±6.0,±6.1,±7.5,±6.0,±6.3,±8.4,±120,±18.1,±18.4,±133,±10.8,±13.3,±132,±6.4,±10.5,±94,±10.1,±19.0
"Census Tract 5029.02, Santa Clara County, California!!Female!!Estimate",267,23.60%,41.20%,35.20%,0.00%,"2,852",4.20%,5.20%,16.10%,18.90%,11.10%,28.70%,15.90%,90.70%,44.60%,460,90.70%,39.80%,613,100.00%,57.70%,"1,179",87.60%,39.90%,600,87.20%,43.80%
"Census Tract 5029.02, Santa Clara County, California!!Female!!Margin of Error",±110,±21.2,±23.6,±19.2,±13.9,±184,±3.1,±3.1,±5.4,±4.6,±3.9,±6.8,±4.7,±4.1,±6.9,±136,±11.0,±15.9,±128,±6.3,±14.9,±158,±6.7,±10.1,±93,±8.8,±11.3
"Census Tract 5029.03, Santa Clara County, California!!Total!!Estimate",141,6.40%,43.30%,17.00%,33.30%,"3,617",3.20%,2.90%,11.80%,19.40%,6.50%,34.40%,21.80%,93.90%,56.20%,386,95.90%,80.30%,940,95.00%,60.70%,"1,422",95.70%,53.60%,869,88.70%,44.90%
"Census Tract 5029.03, Santa Clara County, California!!Total!!Margin of Error",±59,±10.4,±21.3,±23.9,±28.6,±247,±2.3,±1.6,±3.2,±3.9,±2.4,±4.9,±4.1,±2.4,±5.4,±122,±6.7,±12.3,±171,±4.1,±10.4,±140,±3.5,±7.9,±91,±6.2,±9.8
"Census Tract 5029.03, Santa Clara County, California!!Male!!Estimate",71,0.00%,14.10%,33.80%,52.10%,"1,629",3.40%,2.20%,14.00%,19.60%,8.20%,31.50%,21.10%,94.40%,52.60%,112,100.00%,100.00%,405,100.00%,54.30%,683,96.20%,49.30%,429,84.80%,43.80%
"Census Tract 5029.03, Santa Clara County, California!!Male!!Margin of Error",±46,±39.0,±23.4,±42.2,±43.5,±134,±3.4,±2.0,±5.1,±6.5,±4.0,±6.8,±5.7,±3.9,±7.3,±63,±29.2,±29.2,±90,±9.4,±13.3,±80,±4.4,±10.4,±75,±12.7,±13.5
"Census Tract 5029.03, Santa Clara County, California!!Female!!Estimate",70,12.90%,72.90%,0.00%,14.30%,"1,988",3.10%,3.50%,10.00%,19.20%,5.10%,36.90%,22.30%,93.40%,59.20%,274,94.20%,72.30%,535,91.20%,65.60%,739,95.30%,57.50%,440,92.50%,45.90%
"Census Tract 5029.03, Santa Clara County, California!!Female!!Margin of Error",±41,±19.7,±26.8,±39.3,±22.6,±182,±2.8,±2.5,±3.5,±5.6,±2.6,±6.6,±5.2,±3.7,±6.5,±85,±8.8,±15.4,±103,±6.9,±13.3,±94,±4.1,±10.9,±60,±7.8,±13.0
"Census Tract 5029.06, Santa Clara County, California!!Total!!Estimate",312,22.40%,32.70%,38.10%,6.70%,"3,027",2.50%,9.80%,20.30%,24.50%,7.40%,25.40%,10.10%,87.70%,35.50%,847,92.20%,38.10%,775,86.70%,40.00%,960,93.30%,33.90%,445,68.80%,26.30%
"Census Tract 5029.06, Santa Clara County, California!!Total!!Margin of Error",±106,±14.5,±20.8,±23.6,±8.0,±261,±1.8,±5.8,±5.3,±5.4,±3.5,±4.9,±3.7,±5.6,±6.1,±195,±6.7,±12.5,±198,±8.9,±15.5,±139,±4.8,±7.3,±100,±19.8,±12.2
"Census Tract 5029.06, Santa Clara County, California!!Male!!Estimate",109,45.90%,23.90%,30.30%,0.00%,"1,542",0.00%,11.50%,25.20%,28.90%,9.00%,16.80%,8.50%,88.50%,25.30%,505,88.90%,18.20%,325,87.40%,33.50%,496,100.00%,27.20%,216,62.50%,25.00%
"Census Tract 5029.06, Santa Clara County, California!!Male!!Margin of Error",±77,±39.9,±34.0,±34.7,±29.8,±230,±2.6,±10.7,±7.6,±9.3,±5.1,±5.9,±3.1,±10.7,±6.9,±140,±11.2,±13.6,±123,±10.1,±19.3,±73,±7.7,±10.7,±103,±38.3,±21.3
"Census Tract 5029.06, Santa Clara County, California!!Female!!Estimate",203,9.90%,37.40%,42.40%,10.30%,"1,485",5.10%,8.00%,15.20%,19.90%,5.70%,34.40%,11.70%,86.90%,46.10%,342,97.10%,67.50%,450,86.20%,44.70%,464,86.20%,40.90%,229,74.70%,27.50%
"Census Tract 5029.06, Santa Clara County, California!!Female!!Margin of Error",±79,±14.6,±28.9,±27.5,±11.9,±173,±3.6,±6.1,±6.3,±6.6,±4.6,±8.4,±6.1,±5.1,±8.7,±133,±4.4,±20.1,±129,±14.1,±19.5,±103,±10.0,±13.9,±54,±13.6,±15.5
"Census Tract 5029.07, Santa Clara County, California!!Total!!Estimate",156,12.80%,39.10%,30.10%,17.90%,"2,513",2.30%,4.30%,22.60%,22.60%,5.70%,23.00%,19.40%,93.40%,42.50%,292,100.00%,37.30%,647,91.20%,46.80%,"1,038",97.10%,46.10%,536,85.30%,32.80%
"Census Tract 5029.07, Santa Clara County, California!!Total!!Margin of Error",±55,±19.4,±29.0,±31.3,±17.1,±184,±1.7,±3.3,±6.8,±4.7,±2.9,±6.3,±6.3,±3.6,±7.9,±116,±12.8,±22.0,±96,±8.6,±13.0,±87,±3.3,±12.0,±43,±9.7,±11.3
"Census Tract 5029.07, Santa Clara County, California!!Male!!Estimate",66,0.00%,28.80%,71.20%,0.00%,"1,275",2.00%,2.40%,19.10%,22.00%,6.40%,24.90%,23.30%,95.70%,48.20%,187,100.00%,26.70%,331,96.10%,46.50%,551,94.60%,54.30%,206,94.20%,54.40%
"Census Tract 5029.07, Santa Clara County, California!!Male!!Margin of Error",±53,±40.5,±42.3,±42.3,±40.5,±148,±2.3,±2.7,±7.6,±7.5,±4.5,±9.6,±7.7,±3.6,±11.2,±95,±19.1,±23.7,±58,±5.8,±14.2,±51,±6.2,±16.3,±37,±9.4,±18.7
"Census Tract 5029.07, Santa Clara County, California!!Female!!Estimate",90,22.20%,46.70%,0.00%,31.10%,"1,238",2.60%,6.40%,26.30%,23.30%,4.90%,21.10%,15.40%,91.00%,36.50%,105,100.00%,56.20%,316,86.10%,47.20%,487,100.00%,37.00%,330,79.70%,19.40%
"Census Tract 5029.07, Santa Clara County, California!!Female!!Margin of Error",±65,±31.5,±33.9,±34.1,±28.6,±100,±2.6,±4.7,±7.4,±7.4,±3.4,±6.7,±6.8,±5.1,±7.6,±53,±30.6,±24.9,±55,±14.2,±14.8,±61,±7.9,±11.9,±47,±13.6,±9.6
"Census Tract 5029.08, Santa Clara County, California!!Total!!Estimate",470,3.20%,33.60%,51.70%,11.50%,"4,672",8.20%,4.50%,12.90%,23.90%,11.30%,26.30%,12.90%,87.30%,39.20%,831,71.20%,34.20%,"1,246",96.00%,53.20%,"1,820",95.10%,34.70%,775,72.00%,32.50%
"Census Tract 5029.08, Santa Clara County, California!!Total!!Margin of Error",±127,±4.9,±20.8,±22.5,±9.8,±339,±5.3,±2.7,±3.2,±5.4,±3.5,±5.6,±3.4,±6.1,±6.6,±298,±23.4,±15.3,±148,±4.8,±10.7,±190,±4.5,±9.1,±119,±12.3,±10.8
"Census Tract 5029.08, Santa Clara County, California!!Male!!Estimate",247,0.00%,15.00%,73.30%,11.70%,"2,197",8.70%,5.20%,13.00%,23.60%,9.20%,23.90%,16.40%,86.10%,40.30%,418,62.90%,35.20%,662,94.60%,46.10%,903,96.00%,37.30%,214,63.10%,44.90%
"Census Tract 5029.08, Santa Clara County, California!!Male!!Margin of Error",±108,±14.9,±14.9,±18.6,±13.1,±247,±7.7,±3.4,±5.3,±6.6,±3.8,±6.8,±4.8,±8.3,±8.4,±206,±30.0,±20.6,±120,±5.8,±13.5,±149,±6.3,±11.5,±70,±25.6,±23.6
"Census Tract 5029.08, Santa Clara County, California!!Female!!Estimate",223,6.70%,54.30%,27.80%,11.20%,"2,475",7.80%,3.90%,12.80%,24.10%,13.20%,28.50%,9.70%,88.30%,38.20%,413,79.70%,33.20%,584,97.60%,61.30%,917,94.20%,32.20%,561,75.40%,27.80%
"Census Tract 5029.08, Santa Clara County, California!!Female!!Margin of Error",±116,±10.9,±29.4,±27.0,±15.1,±189,±4.1,±2.9,±4.1,±7.2,±4.9,±6.7,±3.3,±5.4,±7.2,±144,±17.1,±16.4,±100,±4.6,±14.3,±141,±6.5,±10.9,±117,±11.4,±11.9
"Census Tract 5029.09, Santa Clara County, California!!Total!!Estimate",477,19.30%,21.80%,55.30%,3.60%,"3,446",5.10%,3.50%,27.20%,25.20%,7.70%,23.90%,7.40%,91.40%,31.30%,974,91.50%,43.20%,538,96.50%,39.00%,"1,100",96.20%,25.10%,834,81.70%,20.50%
"Census Tract 5029.09, Santa Clara County, California!!Total!!Margin of Error",±181,±15.2,±13.3,±20.8,±5.7,±345,±4.6,±2.3,±8.6,±4.9,±3.8,±5.5,±3.6,±4.6,±6.8,±271,±8.9,±13.9,±138,±5.9,±15.8,±234,±3.8,±11.1,±196,±11.8,±12.5
"Census Tract 5029.09, Santa Clara County, California!!Male!!Estimate",343,14.90%,20.40%,64.70%,0.00%,"1,512",1.50%,3.00%,30.00%,17.50%,7.90%,28.40%,11.60%,95.40%,40.10%,302,92.40%,63.60%,287,100.00%,43.60%,509,100.00%,38.30%,414,88.90%,22.70%
"Census Tract 5029.09, Santa Clara County, California!!Male!!Margin of Error",±145,±15.0,±16.5,±21.0,±11.0,±213,±2.4,±2.8,±11.4,±6.8,±4.4,±9.4,±5.6,±3.6,±10.1,±138,±11.9,±30.4,±97,±13.0,±21.5,±142,±7.6,±16.5,±119,±10.5,±16.2
"Census Tract 5029.09, Santa Clara County, California!!Female!!Estimate",134,30.60%,25.40%,31.30%,12.70%,"1,934",7.90%,3.90%,25.00%,31.30%,7.50%,20.30%,4.10%,88.20%,24.40%,672,91.10%,34.10%,251,92.40%,33.90%,591,92.90%,13.70%,420,74.50%,18.30%
"Census Tract 5029.09, Santa Clara County, California!!Female!!Margin of Error",±94,±39.2,±36.5,±36.6,±22.9,±236,±7.9,±3.0,±8.5,±7.3,±5.6,±6.0,±2.9,±7.4,±7.1,±215,±11.9,±15.7,±88,±12.6,±17.0,±167,±7.3,±9.7,±124,±19.2,±12.8
"Census Tract 5029.10, Santa Clara County, California!!Total!!Estimate",290,14.10%,34.50%,30.30%,21.00%,"2,520",5.90%,2.90%,23.80%,24.50%,7.30%,24.80%,11.00%,91.30%,35.70%,639,95.90%,41.00%,620,98.50%,48.10%,776,92.40%,37.60%,485,74.00%,9.90%
"Census Tract 5029.10, Santa Clara County, California!!Total!!Margin of Error",±93,±20.2,±20.2,±14.4,±12.1,±169,±3.4,±2.2,±7.3,±6.5,±3.2,±5.6,±4.6,±4.3,±7.5,±185,±5.0,±16.0,±152,±2.4,±14.5,±88,±6.8,±12.1,±85,±14.0,±7.0
"Census Tract 5029.10, Santa Clara County, California!!Male!!Estimate",102,21.60%,0.00%,63.70%,14.70%,"1,077",3.60%,1.60%,25.00%,22.90%,10.70%,24.80%,11.40%,94.80%,36.20%,340,96.20%,32.10%,248,100.00%,54.00%,333,92.80%,34.50%,156,87.80%,20.50%
"Census Tract 5029.10, Santa Clara County, California!!Male!!Margin of Error",±61,±27.8,±31.3,±31.1,±21.5,±128,±3.3,±2.0,±10.1,±7.2,±5.5,±7.6,±5.9,±3.9,±9.4,±121,±6.1,±16.6,±77,±14.9,±18.4,±58,±7.3,±15.5,±54,±14.5,±16.4
"Census Tract 5029.10, Santa Clara County, California!!Female!!Estimate",188,10.10%,53.20%,12.20%,24.50%,"1,443",7.60%,3.80%,22.90%,25.70%,4.70%,24.70%,10.60%,88.60%,35.30%,299,95.70%,51.20%,372,97.60%,44.10%,443,92.10%,40.00%,329,67.50%,4.90%
"Census Tract 5029.10, Santa Clara County, California!!Female!!Margin of Error",±66,±16.0,±26.4,±13.6,±14.9,±122,±4.3,±2.9,±7.5,±7.6,±3.6,±6.9,±5.3,±5.4,±7.9,±111,±7.7,±21.2,±118,±3.9,±17.3,±62,±6.9,±15.1,±79,±17.3,±5.7
"Census Tract 5030.01, Santa Clara County, California!!Total!!Estimate",231,26.80%,16.50%,47.20%,9.50%,"2,811",0.70%,3.60%,11.30%,19.60%,7.50%,36.60%,20.60%,95.70%,57.20%,233,95.70%,59.20%,648,100.00%,74.10%,"1,300",96.80%,57.30%,630,88.70%,39.00%
"Census Tract 5030.01, Santa Clara County, California!!Total!!Margin of Error",±118,±21.0,±14.2,±19.1,±12.5,±214,±1.3,±2.2,±3.3,±4.7,±3.3,±5.2,±4.9,±2.4,±6.1,±109,±7.8,±19.8,±135,±6.0,±12.6,±135,±3.2,±9.8,±167,±6.3,±12.1
"Census Tract 5030.01, Santa Clara County, California!!Male!!Estimate",130,19.20%,29.20%,45.40%,6.20%,"1,283",0.20%,4.40%,9.60%,18.80%,6.70%,38.70%,21.60%,95.40%,60.30%,101,90.10%,53.50%,320,100.00%,79.10%,639,96.90%,62.10%,223,87.00%,31.40%
"Census Tract 5030.01, Santa Clara County, California!!Male!!Margin of Error",±101,±25.8,±20.2,±24.3,±15.1,±122,±0.8,±3.3,±4.4,±7.2,±3.9,±8.4,±7.3,±3.4,±7.4,±53,±17.2,±30.3,±61,±11.7,±14.1,±112,±3.2,±11.8,±76,±12.8,±18.1
"Census Tract 5030.01, Santa Clara County, California!!Female!!Estimate",101,36.60%,0.00%,49.50%,13.90%,"1,528",1.20%,2.90%,12.70%,20.40%,8.20%,34.80%,19.80%,95.90%,54.60%,132,100.00%,63.60%,328,100.00%,69.20%,661,96.80%,52.60%,407,89.70%,43.20%
"Census Tract 5030.01, Santa Clara County, California!!Female!!Margin of Error",±54,±33.5,±31.5,±31.0,±24.5,±148,±2.0,±2.3,±5.2,±5.6,±4.0,±6.8,±6.2,±2.8,±7.5,±69,±25.7,±20.4,±90,±11.5,±21.0,±52,±3.2,±11.2,±124,±8.1,±17.4
"Census Tract 5030.02, Santa Clara County, California!!Total!!Estimate",152,7.20%,19.10%,44.10%,29.60%,"2,509",5.00%,3.80%,21.80%,15.70%,8.10%,32.40%,13.20%,91.20%,45.60%,564,91.00%,56.00%,424,83.30%,61.30%,868,95.50%,45.20%,653,90.80%,27.00%
"Census Tract 5030.02, Santa Clara County, California!!Total!!Margin of Error",±72,±12.1,±25.3,±24.9,±23.5,±224,±5.0,±2.3,±5.3,±4.4,±3.2,±5.9,±4.1,±5.2,±7.1,±154,±7.9,±13.3,±114,±19.7,±18.4,±116,±3.9,±11.5,±75,±6.5,±11.8
"Census Tract 5030.02, Santa Clara County, California!!Male!!Estimate",67,0.00%,0.00%,65.70%,34.30%,"1,176",3.50%,3.50%,21.00%,13.30%,11.20%,29.80%,17.80%,93.00%,47.50%,275,95.60%,47.30%,162,90.70%,84.00%,425,97.40%,41.90%,314,86.00%,36.60%
"Census Tract 5030.02, Santa Clara County, California!!Male!!Margin of Error",±48,±40.2,±40.2,±42.4,±42.4,±89,±3.2,±2.6,±6.8,±5.2,±6.1,±7.5,±6.2,±3.8,±7.6,±86,±6.4,±20.5,±57,±12.6,±15.4,±64,±4.0,±12.3,±53,±11.9,±14.6
"Census Tract 5030.02, Santa Clara County, California!!Female!!Estimate",85,12.90%,34.10%,27.10%,25.90%,"1,333",6.30%,4.10%,22.50%,17.90%,5.30%,34.80%,9.10%,89.60%,43.90%,289,86.50%,64.40%,262,78.60%,47.30%,443,93.70%,48.30%,339,95.30%,18.00%
"Census Tract 5030.02, Santa Clara County, California!!Female!!Margin of Error",±60,±22.4,±40.4,±26.4,±26.7,±194,±8.5,±3.5,±6.3,±6.5,±3.2,±8.1,±4.2,±8.6,±9.5,±78,±14.0,±14.6,±107,±30.0,±23.3,±81,±6.9,±15.7,±66,±6.6,±12.4
"Census Tract 5030.03, Santa Clara County, California!!Total!!Estimate",493,15.60%,36.70%,38.50%,9.10%,"3,482",2.80%,4.90%,17.90%,24.50%,6.90%,28.70%,14.30%,92.30%,43.00%,668,97.20%,49.00%,789,93.20%,52.90%,"1,414",96.90%,43.80%,611,75.10%,22.10%
"Census Tract 5030.03, Santa Clara County, California!!Total!!Margin of Error",±190,±10.7,±17.7,±21.9,±7.3,±212,±1.5,±2.9,±4.7,±4.9,±2.4,±4.9,±4.1,±3.4,±5.6,±187,±3.3,±9.8,±143,±5.0,±14.1,±177,±2.6,±8.7,±156,±14.3,±10.0
"Census Tract 5030.03, Santa Clara County, California!!Male!!Estimate",269,13.80%,27.50%,55.00%,3.70%,"1,567",2.90%,5.80%,17.40%,16.00%,7.60%,32.40%,17.90%,91.30%,50.30%,232,100.00%,58.20%,433,91.50%,48.00%,673,96.40%,55.40%,229,66.80%,31.40%
"Census Tract 5030.03, Santa Clara County, California!!Male!!Margin of Error",±166,±12.8,±21.8,±29.6,±6.1,±142,±2.6,±3.9,±6.5,±5.3,±3.1,±7.3,±6.1,±4.6,±8.0,±91,±15.8,±17.9,±104,±6.7,±16.7,±118,±3.6,±9.8,±88,±21.3,±22.2
"Census Tract 5030.03, Santa Clara County, California!!Female!!Estimate",224,17.90%,47.80%,18.80%,15.60%,"1,915",2.70%,4.20%,18.30%,31.40%,6.40%,25.80%,11.30%,93.10%,37.10%,436,95.60%,44.00%,356,95.20%,58.70%,741,97.30%,33.20%,382,80.10%,16.50%
"Census Tract 5030.03, Santa Clara County, California!!Female!!Margin of Error",±94,±17.1,±20.0,±14.3,±13.9,±141,±2.3,±2.8,±5.2,±6.9,±3.2,±5.5,±4.3,±3.6,±6.1,±123,±5.1,±13.8,±83,±7.0,±17.5,±110,±3.8,±10.6,±101,±14.0,±10.4
"Census Tract 5031.05, Santa Clara County, California!!Total!!Estimate",178,5.10%,28.70%,60.10%,6.20%,"1,388",24.00%,15.60%,20.00%,18.60%,6.60%,10.50%,4.70%,60.40%,15.20%,420,83.80%,19.30%,301,48.20%,18.90%,398,59.50%,7.80%,269,38.70%,15.60%
"Census Tract 5031.05, Santa Clara County, California!!Total!!Margin of Error",±113,±8.6,±22.8,±26.5,±11.0,±269,±7.6,±7.2,±8.4,±6.4,±4.4,±4.7,±3.1,±10.6,±6.2,±184,±12.4,±13.8,±140,±18.0,±13.2,±122,±18.0,±6.7,±106,±20.5,±12.3
"Census Tract 5031.05, Santa Clara County, California!!Male!!Estimate",67,0.00%,0.00%,100.00%,0.00%,710,17.70%,19.00%,18.90%,17.60%,11.50%,7.50%,7.70%,63.20%,15.20%,285,76.10%,11.90%,138,58.70%,23.90%,98,68.40%,9.20%,189,44.40%,16.90%
"Census Tract 5031.05, Santa Clara County, California!!Male!!Margin of Error",±72,±40.2,±40.2,±40.2,±40.2,±198,±7.4,±10.1,±8.7,±9.5,±8.7,±5.9,±5.5,±12.2,±8.4,±132,±17.7,±12.0,±81,±21.8,±22.1,±62,±24.7,±15.1,±89,±23.7,±15.3
"Census Tract 5031.05, Santa Clara County, California!!Female!!Estimate",111,8.10%,45.90%,36.00%,9.90%,678,30.50%,12.10%,21.10%,19.60%,1.50%,13.70%,1.50%,57.40%,15.20%,135,100.00%,34.80%,163,39.30%,14.70%,300,56.70%,7.30%,80,25.00%,12.50%
"Census Tract 5031.05, Santa Clara County, California!!Female!!Margin of Error",±86,±13.8,±21.7,±21.9,±16.7,±112,±12.2,±10.0,±12.1,±10.8,±2.2,±8.3,±2.4,±13.1,±8.5,±74,±25.2,±29.3,±83,±25.1,±14.6,±106,±20.3,±8.3,±48,±24.5,±18.2
"Census Tract 5031.08, Santa Clara County, California!!Total!!Estimate",651,15.80%,37.20%,35.80%,11.20%,"4,982",9.40%,4.20%,15.60%,19.10%,8.60%,24.10%,19.00%,86.50%,43.20%,"1,507",91.50%,45.00%,"1,491",87.30%,57.80%,"1,447",91.80%,34.40%,537,55.70%,21.00%
"Census Tract 5031.08, Santa Clara County, California!!Total!!Margin of Error",±250,±11.3,±20.5,±19.1,±12.1,±324,±3.6,±2.5,±4.7,±4.5,±3.1,±4.4,±4.2,±3.9,±4.6,±270,±7.2,±10.5,±214,±7.6,±9.0,±260,±5.7,±9.5,±104,±14.6,±15.5
"Census Tract 5031.08, Santa Clara County, California!!Male!!Estimate",253,25.70%,47.40%,26.90%,0.00%,"2,417",3.60%,4.30%,19.50%,18.00%,7.80%,25.20%,21.60%,92.10%,46.90%,740,92.60%,43.50%,817,93.40%,58.30%,634,97.30%,41.20%,226,71.20%,32.70%
"Census Tract 5031.08, Santa Clara County, California!!Male!!Margin of Error",±146,±19.0,±26.1,±21.1,±14.6,±221,±2.1,±3.8,±5.6,±6.0,±4.2,±5.5,±5.8,±4.4,±5.6,±177,±9.1,±12.7,±169,±5.3,±11.1,±190,±4.2,±13.0,±96,±21.8,±25.2
"Census Tract 5031.08, Santa Clara County, California!!Female!!Estimate",398,9.50%,30.70%,41.50%,18.30%,"2,565",14.80%,4.00%,12.00%,20.20%,9.30%,23.10%,16.60%,81.20%,39.70%,767,90.50%,46.40%,674,79.80%,57.30%,813,87.60%,29.20%,311,44.40%,12.50%
"Census Tract 5031.08, Santa Clara County, California!!Female!!Margin of Error",±204,±14.0,±22.1,±25.5,±19.3,±226,±6.2,±2.8,±5.3,±5.9,±4.1,±6.5,±4.9,±6.1,±7.0,±170,±11.3,±14.6,±139,±11.8,±13.5,±149,±8.9,±11.9,±79,±20.0,±18.8
"Census Tract 5031.10, Santa Clara County, California!!Total!!Estimate",779,17.60%,26.70%,37.70%,18.00%,"2,380",35.60%,21.80%,16.40%,12.30%,4.00%,7.40%,2.40%,42.60%,9.80%,815,38.70%,5.90%,593,39.00%,11.60%,728,47.70%,8.10%,244,49.20%,23.40%
"Census Tract 5031.10, Santa Clara County, California!!Total!!Margin of Error",±152,±9.5,±14.1,±13.4,±11.2,±258,±6.9,±6.8,±6.3,±4.4,±2.7,±4.8,±2.0,±7.3,±4.9,±221,±10.7,±4.6,±131,±15.4,±10.2,±147,±13.4,±6.3,±60,±22.2,±18.9
"Census Tract 5031.10, Santa Clara County, California!!Male!!Estimate",503,23.30%,33.00%,27.00%,16.70%,"1,080",38.50%,22.90%,14.10%,7.70%,6.10%,10.70%,0.00%,38.60%,10.70%,383,42.60%,4.20%,289,26.60%,17.60%,315,49.80%,15.60%,93,21.50%,0.00%
"Census Tract 5031.10, Santa Clara County, California!!Male!!Margin of Error",±174,±11.9,±20.2,±10.1,±12.8,±150,±10.4,±10.5,±6.7,±4.6,±4.9,±7.7,±3.6,±12.1,±7.7,±141,±17.4,±6.8,±94,±20.2,±18.4,±62,±21.4,±12.6,±35,±29.6,±33.4
"Census Tract 5031.10, Santa Clara County, California!!Female!!Estimate",276,7.20%,15.20%,57.20%,20.30%,"1,300",33.20%,20.90%,18.40%,16.20%,2.30%,4.50%,4.50%,45.80%,9.00%,432,35.20%,7.40%,304,50.70%,5.90%,413,46.00%,2.40%,151,66.20%,37.70%
"Census Tract 5031.10, Santa Clara County, California!!Female!!Margin of Error",±123,±9.6,±18.1,±23.0,±20.3,±182,±7.5,±7.5,±9.5,±6.8,±2.7,±4.6,±3.8,±8.5,±5.1,±115,±13.7,±6.3,±89,±18.6,±8.3,±112,±17.8,±4.5,±56,±26.0,±30.8
